title,author,Practices,method,link,Disciplines,journal,medium,keywords,location,Relevance,Impact Scale (0-10),Notes
Computer systems fit for the legal profession?,"Delacroix, Sylvie",,,,,LEGAL ETHICS,article,Professions; vulnerability; expert systems; prediction tools; wholesale automation; augmentation; professional responsibility; automation bias; Susskind; moral equality; expertise; machine learning,,,,
"Cake, Death, and Trolleys Dilemmas as benchmarks of ethical decision-making","Bjorgen, Edvard P.; Madsen, Simen; Bjorknes, Therese S.; Heimsaeter, Fredrik V.; Havik, Robin; Linderud, Morten; Longberg, Per-Niklas; Dennis, Louise A.; Slavkovik, Marija",,,,,"PROCEEDINGS OF THE 2018 AAAI/ACM CONFERENCE ON AI, ETHICS, AND SOCIETY (AIES'18)",article,,,,,
An AI Race for Strategic Advantage: Rhetoric and Risks,"Cave, Stephen; OhEigeartaigh, Sean S.",,,,,"PROCEEDINGS OF THE 2018 AAAI/ACM CONFERENCE ON AI, ETHICS, AND SOCIETY (AIES'18)",article,,,,,
Sociotechnical Systems and Ethics in the Large,"Chopra, Amit K.; Singh, Munindar P.",,,,,"PROCEEDINGS OF THE 2018 AAAI/ACM CONFERENCE ON AI, ETHICS, AND SOCIETY (AIES'18)",article,Sociotechnical systems; Multiagent systems; Governance; Norms; Autonomy; Accountability; Moral dilemmas; Decision making,,,,
"Towards an ""Ethics by Design"" Methodology for AI Research Projects","d'Aquin, Mathieu; Troullinou, Pinelopi; O'Connor, Noel E.; Cullen, Aindrias; Faller, Grainne; Holden, Louise",,,,,"PROCEEDINGS OF THE 2018 AAAI/ACM CONFERENCE ON AI, ETHICS, AND SOCIETY (AIES'18)",article,Data Ethics; Privacy By Design; AI Ethics; Data Science Ethics; Methodology,,,,
Ethics by Design: Necessity or Curse?,"Dignum, Virginia; Baldoni, Matteo; Baroglio, Cristina; Caon, Maurizio; Chatila, Raja; Dennis, Louise; Genova, Gonzalo; Haim, Galit; Kliess, Malte S.; Lopez-Sanchez, Maite; Micalizio, Roberto; Pavon, Juan; Slavkovik, Marija; Smakman, Matthijs; van Steenbergen, Marlies; Tedeschi, Stefano; van der Torre, Leon; Villata, Serena; de Wildt, Tristan",,,,,"PROCEEDINGS OF THE 2018 AAAI/ACM CONFERENCE ON AI, ETHICS, AND SOCIETY (AIES'18)",article,ACM proceedings; LATEX; text tagging,,,,
The Dark Side of Ethical Robots,"Vanderelst, Dieter; Winfield, Alan",,,,,"PROCEEDINGS OF THE 2018 AAAI/ACM CONFERENCE ON AI, ETHICS, AND SOCIETY (AIES'18)",article,Machine Ethics; Ethical Robots; Malicious use; Cybersecurity; Ethical Governance,,,,
Fairness and Accountability Design Needs for Algorithmic Support in High-Stakes Public Sector Decision-Making,"Veale, Michael; Van Kleek, Max; Binns, Reuben",,,,,PROCEEDINGS OF THE 2018 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS (CHI 2018),article,algorithmic accountability; algorithmic bias; public administration; predictive policing; decision-support,,,,
"The Chimes of Freedom: Bob Dylan, Epigrammatic Validity, and Alternative Facts","Harris, John",,,,,CAMBRIDGE QUARTERLY OF HEALTHCARE ETHICS,article,freedom; The Foundations of Morality; The Foundations of Science; artificial intelligence; alternative facts; poetry and philosophy,,,,
Augmented humanity,"Moritz, Juergen",,,,,TECHNOETIC ARTS,article,Augmented Reality; empathic technologies; smart technologies; quantified self; Foucault; technologies of the self; self-care; trust,,,,
Participant-Centric Initiatives and Medical Research: Scoping Review Protocol,"Coathup, Victoria; Hamakawa, Nao; Finlay, Teresa; Bell, Jessica; Kaye, Jane; Kato, Kazuto",,,,,JMIR RESEARCH PROTOCOLS,article,patient engagement; patient public involvement; digital technology; patient participation; research participant; dynamic consent; data sharing; patient empowerment,,,,
Big Data and Health Research-The Governance Challenges in a Mixed Data Economy,"Holm, Soren; Ploug, Thomas",,,,,JOURNAL OF BIOETHICAL INQUIRY,article,Big data; Biobanks; Databases; Data protection; Informed consent; Meta consent; Research use of health data,,,,
"Fake News: A Technological Approach to Proving the Origins of Content, Using Blockchains","Huckle, Steve; White, Martin",,,,,BIG DATA,article,fake news; blockchain; big data; Ethereum; hash functions; cryptography; public-key cryptography; digital signatures; Preservation Metadata,,,,
Policy and population behavior in the age of Big Data,"Ruggeri, Kai; Yoon, Hojeong; Kacha, Ondrej; van der Linden, Sander; Muennig, Peter",,,,,CURRENT OPINION IN BEHAVIORAL SCIENCES,article,,,,,
Google DeepMind and healthcare in an age of algorithms,"Powles, Julia; Hodson, Hal",,,,,HEALTH AND TECHNOLOGY,article,Artificial intelligence; Clinical care; Consent; Data protection; Machine learning; Power; Privacy; Regulation,,,,
Secure Multimedia Big Data in Trust-Assisted Sensor-Cloud for Smart City,"Zhu, Chunsheng; Shu, Lei; Leung, Victor C. M.; Guo, Song; Zhang, Yan; Yang, Laurence T.",,,,,IEEE COMMUNICATIONS MAGAZINE,article,,,,,
Minds and Machines Special Issue: Ethics and Artificial Intelligence,"Boddington, Paula; Millican, Peter; Wooldridge, Michael",,,,,MINDS AND MACHINES,article,,,,,
Fault detection and explanation through big data analysis on sensor streams,"Manco, Giuseppe; Ritacco, Ettore; Rullo, Pasquale; Gallucci, Lorenzo; Astill, Will; Kimber, Dianne; Antonelli, Marco",,,,,EXPERT SYSTEMS WITH APPLICATIONS,article,Fault detection; Anomaly detection; Outlier explanation; Big data; Sensor data,,,,
Knowledge graph prediction of unknown adverse drug reactions and validation in electronic health records,"Bean, Daniel M.; Wu, Honghan; Dzahini, Olubanke; Broadbent, Matthew; Stewart, Robert; Dobson, Richard J. B.",,,,,SCIENTIFIC REPORTS,article,,,,,
Fairer machine learning in the real world: Mitigating discrimination without collecting sensitive data,"Veale, Michael; Binns, Reuben",,,,,BIG DATA & SOCIETY,article,Algorithmic accountability; algorithms; discrimination; machine learning; personal data; privacy,,,,
Prednisolone has the same cardiovascular risk profile as hydrocortisone in glucocorticoid replacement,"Smith, David J. F.; Prabhudev, Hemanth; Choudhury, Sirazum; Meeran, Karim",,,,,ENDOCRINE CONNECTIONS,article,prednisolone; hydrocortisone; adrenal insufficiency; cardiovascular risk,,,,
Singularitarianism and schizophrenia,"Galanos, Vassilis",,,,,AI & SOCIETY,article,Ecology of mind; Schismogenesis; Double bind; Artificial agents; Roboethics; Virtue ethics,,,,
Distinction and the Ethics of Violence: On the Legal Construction of Liminal Subjects and Spaces,"Perugini, Nicola; Gordon, Neve",,,,,ANTIPODE,article,international humanitarian law; liminality; ethics of violence; civilian; distinction; battlespaces,,,,
Deep Reinforcement Learning A brief survey,"Arulkumaran, Kai; Deisenroth, Marc Peter; Brundage, Miles; Bharath, Anil Anthony",,,,,IEEE SIGNAL PROCESSING MAGAZINE,article,,,,,
Big Data: A Normal Accident Waiting to Happen?,"Nunan, Daniel; Di Domenico, Marialaura",,,,,JOURNAL OF BUSINESS ETHICS,article,Big data; Normal accident theory; Privacy; System accidents,,,,
PRODIGE: PRediction models in prOstate cancer for personalized meDIcine challenGE,"Alitto, A. R.; Gatta, R.; Vanneste, B. G. L.; Vallati, M.; Meldolesi, E.; Damiani, A.; Lanzotti, V.; Mattiucci, G. C.; Frascino, V.; Masciocchi, C.; Catucci, F.; Dekker, A.; Lambin, P.; Valentini, V.; Mantini, G.",,,,,FUTURE ONCOLOGY,article,Decision Support System; individualized medicine; large database; machine learning; ontology; predictive model,,,,
Informed consent and registry-based research - the case of the Danish circumcision registry,"Ploug, Thomas; Holm, Soren",,,,,BMC MEDICAL ETHICS,article,Informed consent; Social pressure; Stigmatization; Medicalization; Discrimination; Polarisation; Health data; Religious circumcision; Meta consent,,,,
Designing the Health-Related Internet of Things: Ethical Principles and Guidelines,"Mittelstadt, Brent",,,,,INFORMATION,article,internet of things; data ethics; health; data analytics; responsible research and innovation,,,,
"Of, for, and by the people: the legal lacuna of synthetic persons","Bryson, Joanna J.; Diamantis, Mihailis E.; Grant, Thomas D.",,,,,ARTIFICIAL INTELLIGENCE AND LAW,article,Legal personality; International organisations; Artificial intelligence; Robots; Legal agency; Moral subject; Ethics,,,,
Do androids dream of normative endorsement? On the fallibility of artificial moral agents,"Podschwadek, Frodo",,,,,ARTIFICIAL INTELLIGENCE AND LAW,article,Agency; Autonomy; Intentionality; Moral praiseworthiness; Moral reasons,,,,
Ethics of the health-related internet of things: a narrative review,"Mittelstadt, Brent",,,,,ETHICS AND INFORMATION TECHNOLOGY,article,Internet of things; Data ethics; Medicine; Data analytics; Privacy; Review,,,,
An automated ranking platform for machine learning regression models for meat spoilage prediction using multi-spectral imaging and metabolic profiling,"Estelles-Lopez, Lucia; Ropodi, Athina; Pavlidis, Dimitris; Fotopoulou, Jenny; Gkousari, Christina; Peyrodie, Audrey; Panagou, Efstathios; Nychas, George-John; Mohareb, Fady",,,,,FOOD RESEARCH INTERNATIONAL,article,Machine learning; Pattern recognition; Meat spoilage; Metabolic profiling; Data science; Food quality,,,,
"Datification and its human, organizational and societal effects: The strategic opportunities and challenges of algorithmic decision-making","Galliers, R. D.; Newell, S.; Shanks, G.; Topi, H.",,,,,JOURNAL OF STRATEGIC INFORMATION SYSTEMS,article,,,,,
Big data opportunities for social behavioral and mental health research,"Gruebner, Oliver; Sykora, Martin; Lowe, Sarah R.; Shankardass, Ketan; Galea, Sandro; Subramanian, S. V.",,,,,SOCIAL SCIENCE & MEDICINE,article,Social media; Geo-social media; Mental health; Sentiment; Emotions,,,,
The effect of temperature on the elastic precursor decay in shock loaded FCC aluminium and BCC iron,"Gurrutxaga-Lerma, B.; Shehadeh, M. A.; Balint, D. S.; Dini, D.; Chen, L.; Eakins, D. E.",,,,,INTERNATIONAL JOURNAL OF PLASTICITY,article,Temperature; Dislocations; Shocks; Elastic precursor decay,,,,
Management challenges in creating value from business analytics,"Vidgen, Richard; Shaw, Sarah; Grant, David B.",,,,,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,article,Analytics; Delphi; Management challenges; Value creation; Ecosystem,,,,
Use of Social Media Applications for Supporting New Product Development Processes in Multinational Corporations,"Bashir, Naheed; Papamichail, K. Nadia; Malik, Khaleel",,,,,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,article,FMCG; MNCs; New product development (NPD); Social media,,,,
Uncovering wireless blackspots using Twitter data,"Guo, W.; Zhang, J.",,,,,ELECTRONICS LETTERS,article,,,,,
Researching Mental Health Disorders in the Era of Social Media: Systematic Review,"Wongkoblap, Akkapon; Vadillo, Miguel A.; Curcin, Vasa",,,,,JOURNAL OF MEDICAL INTERNET RESEARCH,article,mental health; mental disorders; social networking; artificial intelligence; machine learning; public health informatics; depression; anxiety; infodemiology,,,,
Developing and Evaluating Digital Interventions to Promote Behavior Change in Health and Health Care: Recommendations Resulting From an International Workshop,"Michie, Susan; Yardley, Lucy; West, Robert; Patrick, Kevin; Greaves, Felix",,,,,JOURNAL OF MEDICAL INTERNET RESEARCH,article,health behavior; psychological theory; mobile applications; behavioral medicine; mHealth; eHealth,,,,
Applying organizational psychology as a design science: A method for predicting malfunctions in socio-technical systems (PreMiSTS),"Clegg, Chris W.; Robinson, Mark A.; Davis, Matthew C.; Bolton, Lucy E.; Pieniazek, Rebecca L.; McKay, Alison",,,,,DESIGN SCIENCE,article,prediction; socio-technical systems; malfunctions; accidents; big data,,,,
Optimal nutrition and the ever-changing dietary landscape: a conference report,"Shao, A.; Drewnowski, A.; Willcox, D. C.; Kraemer, L.; Lausted, C.; Eggersdorfer, M.; Mathers, J.; Bell, J. D.; Randolph, R. K.; Witkamp, R.; Griffiths, J. C.",,,,,EUROPEAN JOURNAL OF NUTRITION,article,Aging; Big data; Bioactives; Biomarkers; Dietary patterns; Dietary supplements; Longevity; Micronutrients; Obesity; Overfed; Phytonutrients; Sarcopenic obesity; Systems approaches; Undernourished; Wellness,,,,
"Big Data, Ethics and Religion: New Questions from a New Science","Fuller, Michael",,,,,RELIGIONS,article,big data; computing; consent; ethics; hermeneutics; hippocratic oath; interpretation; privacy,,,,
Standardizing Ethical Design for Artificial Intelligence and Autonomous Systems,"Bryson, Joanna; Winfield, Alan",,,,,COMPUTER,article,,,,,
Responsible Research and Innovation in the Digital Age,"Jirotka, Marina; Grimpe, Barbara; Stahl, Bernd; Eden, Grace; Hartswood, Mark",,,,,COMMUNICATIONS OF THE ACM,article,,,,,
The Data Science of Politics,"Margetts, Helen",,,,,POLITICAL STUDIES REVIEW,article,data science; Internet; big data,,,,
Toward better data veracity in mobile cloud computing: A context-aware and incentive-based reputation mechanism,"Lin, Hui; Hu, Jia; Tian, Youliang; Yang, Li; Xu, Li",,,,,INFORMATION SCIENCES,article,Data veracity; Mobile cloud computing; Reputation mechanism; Mechanism design,,,,
Machine Learning of Three-dimensional Right Ventricular Motion Enables Outcome Prediction in Pulmonary Hypertension: A Cardiac MR Imaging Study,"Dawes, Timothy J. W.; de Marvao, Antonio; Shi, Wenzhe; Fletcher, Tristan; Watson, Geoffrey M. J.; Wharton, John; Rhodes, Christopher J.; Howard, Luke S. G. E.; Gibbs, J. Simon R.; Rueckert, Daniel; Cook, Stuart A.; Wilkins, Martin R.; O'Regan, Declan P.",,,,,RADIOLOGY,article,,,,,
A critique of the regulation of data science in healthcare research in the European Union,"Rumbold, John M. M.; Pierscionek, Barbara K.",,,,,BMC MEDICAL ETHICS,article,Big Data; Data science; Research Ethics; Information governance,,,,
Precision global health in the digital age,"Flahault, Antoine; Geissbuhler, Antoine; Guessous, Idris; Guerin, Philippe J.; Bolon, Isabelle; Salathe, Marcel; Escher, Gerard",,,,,SWISS MEDICAL WEEKLY,article,global health precision medicine; data science machine learning; open science; emerging infectious diseases; noncommunicable diseases; cell phone data; massive open online education; learning health care system,,,,
(Bad) faith in painting(?): Critically re-evaluating the significance of Yu Youhan's political pop series,"Gladston, Paul",,,,,JOURNAL OF CONTEMPORARY PAINTING,article,bad faith; existentialism; Yu Youhan; Ai Weiwei; parallax deferred action,,,,
"Migration and data protection: Doing no harm in an age of mass displacement, mass surveillance and ""big data""","Hayes, Ben",,,,,INTERNATIONAL REVIEW OF THE RED CROSS,article,migration; border control; immigration; asylum; refugees; surveillance; vetting; big data; humanitarian action; data protection; privacy; human rights,,,,
"Controlling new knowledge: Genomic science, governance and the politics of bioinformatics","Salter, Brian; Salter, Charlotte",,,,,SOCIAL STUDIES OF SCIENCE,article,bioinformatics; genomics; governance; ideology; politics,,,,
Orchestrating differential data access for translational research: a pilot implementation,"Brandizi, Marco; Melnichuk, Olga; Bild, Raffael; Kohlmayer, Florian; Rodriguez-Castro, Benedicto; Spengler, Helmut; Kuhn, Klaus A.; Kuchinke, Wolfgang; Ohmann, Christian; Mustonen, Timo; Linden, Mikael; Nyronen, Tommi; Lappalainen, Ilkka; Brazma, Alvis; Sarkans, Ugis",,,,,BMC MEDICAL INFORMATICS AND DECISION MAKING,article,Data Access; Translational Research; Clinical Data; Biomedical Data; Health Data Protection,,,,
"Introduction to Special Theme Veillance and transparency: A critical examination of mutual watching in the post-Snowden, Big Data era","Bakir, Vian; Feilzer, Martina; McStay, Andrew",,,,,BIG DATA & SOCIETY,article,Equiveillance; Snowden; sousveillance; surveillance; transparency; veillance,,,,
Enlightening discriminative network functional modules behind Principal Component Analysis separation in differential-omic science studies,"Ciucci, Sara; Ge, Yan; Duran, Claudio; Palladini, Alessandra; Jimenez-Jimenez, Victor; Martinez-Sanchez, Luisa Maria; Wang, Yuting; Sales, Susanne; Shevchenko, Andrej; Poser, Steven W.; Herbig, Maik; Otto, Oliver; Androutsellis-Theotokis, Andreas; Guck, Jochen; Gerl, Mathias J.; Cannistraci, Carlo Vittorio",,,,,SCIENTIFIC REPORTS,article,,,,,
Ten simple rules for responsible big data research,"Zook, Matthew; Barocas, Solon; Boyd, Danah; Crawford, Kate; Keller, Emily; Gangadharan, Seeta Pena; Goodman, Alyssa; Hollander, Rachelle; Koenig, Barbara A.; Metcalf, Jacob; Narayanan, Arvind; Nelson, Alondra; Pasquale, Frank",,,,,PLOS COMPUTATIONAL BIOLOGY,article,,,,,
Ensemble Decision Tree Models Using RUSBoost for Estimating Risk of Iron Failure in Drinking Water Distribution Systems,"Mounce, S. R.; Ellis, K.; Edwards, J. M.; Speight, V. L.; Jakomis, N.; Boxall, J. B.",,,,,WATER RESOURCES MANAGEMENT,article,Water distribution systems; Water quality; Iron; Machine learning; Ensemble; decision trees; RUSBoost,,,,
TOOLS TO FOSTER TRUST IN SHARING HEALTHCARE DATA: TOWARD A COMMON LANGUAGE FOR REGULATORY METADATA,"Woolley, J. Patrick",,,,,MEDICINE AND LAW,article,Big Data; Data; Ethics; Genomics; Governance; Law; Medicine; Metadata; Regulation; Sociology,,,,
The cornucopia of meaningful leads: Applying deep adversarial autoencoders for new molecule development in oncology,"Kadurin, Artur; Aliper, Alexander; Kazennov, Andrey; Mamoshina, Polina; Vanhaelen, Quentin; Khrabrov, Kuzma; Zhavoronkov, Alex",,,,,ONCOTARGET,article,generative adversarian networks; adversarial autoencoder; deep learning; drug discovery; artificial intelligence,,,,
